[2023-09-20 13:18:07.484] [pxr_streamer] [debug] terminal_impl.cpp:355 QueryRemoteControllerAccessory: trigger_value = 0, grip_value = 0, this = 0x2a4f0e60
[2023-09-20 13:35:36.150] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.154] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.154] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.154] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.154] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.154] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.154] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.156] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.156] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.158] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.158] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.158] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.158] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.159] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.159] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.161] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.161] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.163] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.163] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.163] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.163] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.163] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.163] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.166] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.166] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.169] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.169] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.169] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.169] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.169] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.169] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.171] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.171] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.173] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.173] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.173] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.173] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.173] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.173] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.175] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.175] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.178] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.178] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.178] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.178] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.178] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.178] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.180] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.180] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.182] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.182] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.182] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.182] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.182] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.182] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.184] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.185] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.187] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.187] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.187] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.187] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.187] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.187] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.190] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.190] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.192] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.192] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.192] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.192] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.192] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.192] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.194] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.195] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.197] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.197] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.197] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.197] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.197] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.197] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.199] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.199] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.202] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.202] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.202] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.202] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.202] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.202] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.204] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.204] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.207] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.207] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.207] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.207] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.207] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.207] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.209] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.209] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.211] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.211] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.211] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.211] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.211] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.211] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.213] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.213] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.216] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.216] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.216] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.216] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.216] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.216] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.218] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.218] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.220] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.220] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.220] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.220] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.220] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.220] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.222] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.222] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.225] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.225] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.225] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.225] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.225] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.225] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.227] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.227] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.228] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.228] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.228] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.228] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.228] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.228] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.230] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.230] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.233] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.233] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.233] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.233] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.233] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.233] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.235] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.235] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.236] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.236] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.236] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.236] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.236] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.236] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.238] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.238] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.240] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.240] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.240] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.240] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.240] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.240] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.242] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.242] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.244] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.244] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.244] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.244] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.244] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.244] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
[2023-09-20 13:35:36.246] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.246] [pxr_streamer] [error] rpc_terminal.h:72 CallWithoutRet: invalid rpc_client_, msg = PushMessage, this = 0xed400480
[2023-09-20 13:35:36.249] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.249] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.249] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.249] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteHmdAccessory, this = 0xed400480
[2023-09-20 13:35:36.249] [pxr_streamer] [error] rpc_terminal.h:50 Call: invalid rpc_client_, msg = QueryRemoteControllerAccessory, this = 0xed400480
